timestamp,demanda_ejecutado,programacion_diaria,reprogramacion_diaria
2023-04-11 21:30:00,7457.23333,7438.44666,7550.2755
2023-04-11 22:00:00,7431.45907,7377.49711,7538.95127
2023-04-11 22:30:00,7306.73907,7217.97015,7215.17338
2023-04-11 23:00:00,7033.59818,6998.41277,7207.19512
2023-04-11 23:30:00,6936.24072,6840.21367,6876.34882
2023-04-12 00:00:00,6741.33944,6711.37055,6868.25811
2023-04-12 00:30:00,6643.9311,6715.4993,6530.89254
2023-04-12 01:00:00,6431.39712,6609.11245,6529.35692
2023-04-12 01:30:00,6322.36559,6503.11514,6337.71036
2023-04-12 02:00:00,6341.71314,6446.05267,6336.60139
2023-04-12 02:30:00,6215.70954,6366.45484,6216.88248
2023-04-12 03:00:00,6235.74765,6345.81736,6220.24909
2023-04-12 03:30:00,6157.69974,6311.6061,6191.7549
2023-04-12 04:00:00,6171.31689,6311.12477,6195.03891
2023-04-12 04:30:00,6213.34764,6342.31414,6239.10271
2023-04-12 05:00:00,6280.4979,6382.98205,6241.5865
2023-04-12 05:30:00,6382.99897,6470.19279,6424.78994
2023-04-12 06:00:00,6612.93645,6580.59135,6450.65199
2023-04-12 06:30:00,6750.8978,6686.81276,6618.6488
2023-04-12 07:00:00,6736.06601,6765.50603,6678.76839
2023-04-12 07:30:00,6977.9442,6898.29954,6873.27658
2023-04-12 08:00:00,7074.60788,6999.14667,6901.32833
2023-04-12 08:30:00,7342.55715,7263.30504,7305.71717
2023-04-12 09:00:00,7403.04491,7456.39073,7324.37245
2023-04-12 09:30:00,7549.00497,7623.49679,7606.31389
2023-04-12 10:00:00,7579.39876,7722.29771,7627.33934
2023-04-12 10:30:00,7756.39179,7783.3352,7789.47447
2023-04-12 11:00:00,7779.30643,7853.60093,7809.53112
2023-04-12 11:30:00,7837.3788,7857.10528,7867.47891
2023-04-12 12:00:00,7739.35781,7846.94151,7885.65691
2023-04-12 12:30:00,7745.58623,7770.80365,7767.64106
2023-04-12 13:00:00,7712.61145,7707.79929,7774.20792
2023-04-12 13:30:00,7696.80443,7655.35537,7695.18534
2023-04-12 14:00:00,7780.36995,7652.73668,7696.02849
2023-04-12 14:30:00,7857.29314,7811.82671,7857.41059
2023-04-12 15:00:00,7870.44448,7876.07439,7847.30514
2023-04-12 15:30:00,7780.20381,7865.03404,7890.61713
2023-04-12 16:00:00,7848.86866,7839.43878,7826.2556
2023-04-12 16:30:00,7606.29013,7795.28497,7765.60363
2023-04-12 17:00:00,7660.02475,7628.10271,7712.8434
2023-04-12 17:30:00,7406.68418,7474.70913,7427.75204
2023-04-12 18:00:00,7316.61771,7399.46553,7425.28914
2023-04-12 18:30:00,7681.25418,7559.77923,7539.41279
2023-04-12 19:00:00,7675.64094,7679.14986,7540.71542
2023-04-12 19:30:00,7644.24936,7628.39148,7645.05862
2023-04-12 20:00:00,7615.95639,7613.87857,7643.62346
2023-04-12 20:30:00,7546.63742,7575.14188,7579.14463
2023-04-12 21:00:00,7489.19204,7524.1119,7567.05276
2023-04-12 21:30:00,7436.31105,7491.22298,7480.74488
2023-04-12 22:00:00,7394.49397,7432.48715,7479.22277
2023-04-12 22:30:00,7368.25509,7370.26812,7172.45586
2023-04-12 23:00:00,7022.07078,7163.06157,7172.30612
2023-04-12 23:30:00,6890.00069,7003.91218,6839.25452
2023-04-13 00:00:00,6857.37008,6878.69433,6836.67969
2023-04-13 00:30:00,6633.34692,6748.24309,6474.59589
2023-04-13 01:00:00,6566.30832,6627.96246,6480.14895
2023-04-13 01:30:00,6441.29931,6536.16656,6306.78626
2023-04-13 02:00:00,6447.61287,6473.6098,6313.25321
2023-04-13 02:30:00,6280.25451,6417.52771,6192.38018
2023-04-13 03:00:00,6264.35178,6389.40466,6198.63932
2023-04-13 03:30:00,6318.86879,6352.8643,6163.72152
2023-04-13 04:00:00,6276.0444,6329.3543,6160.40526
2023-04-13 04:30:00,6334.85252,6330.56224,6230.70123
2023-04-13 05:00:00,6380.16877,6385.36455,6223.78422
2023-04-13 05:30:00,6426.02875,6442.10282,6402.46827
2023-04-13 06:00:00,6574.68594,6537.13546,6417.10386
2023-04-13 06:30:00,6584.99814,6647.01283,6597.57449
2023-04-13 07:00:00,6708.78538,6720.10508,6643.62426
2023-04-13 07:30:00,6884.26201,6869.34677,6875.5004
2023-04-13 08:00:00,6933.79491,7024.44198,6886.0688
2023-04-13 08:30:00,7271.3809,7259.6812,7294.89051
2023-04-13 09:00:00,7453.29461,7437.95877,7297.57343
2023-04-13 09:30:00,7592.25003,7601.54472,7578.86919
2023-04-13 10:00:00,7633.09847,7688.1953,7603.90117
2023-04-13 10:30:00,7758.49724,7755.37126,7751.32631
2023-04-13 11:00:00,7742.77087,7828.92239,7773.95094
2023-04-13 11:30:00,7775.17825,7903.57683,7819.89823
2023-04-13 12:00:00,7846.65209,7921.7231,7842.18596
2023-04-13 12:30:00,7767.03886,7845.92952,7723.84159
2023-04-13 13:00:00,7667.25423,7763.30945,7728.6414
2023-04-13 13:30:00,7629.46559,7738.89721,7662.45812
2023-04-13 14:00:00,7736.65318,7843.53033,7664.22356
2023-04-13 14:30:00,7902.22852,7940.42296,7807.0471
2023-04-13 15:00:00,7791.83312,7980.48529,7799.48049
2023-04-13 15:30:00,7864.93112,7987.29598,7835.17142
2023-04-13 16:00:00,7855.866,7961.57372,7772.43262
2023-04-13 16:30:00,7690.97212,7897.86806,7697.92038
2023-04-13 17:00:00,7662.19205,7604.06969,7653.15962
2023-04-13 17:30:00,7294.70775,7477.50369,7376.23208
2023-04-13 18:00:00,7293.72987,7426.0162,7378.13704
2023-04-13 18:30:00,7650.09091,7701.98283,7521.32535
2023-04-13 19:00:00,7686.19947,7761.63061,7509.8516
2023-04-13 19:30:00,7654.3339,7786.05863,7606.59405
2023-04-13 20:00:00,7581.03052,7767.41971,7593.74615
2023-04-13 20:30:00,7540.1637,7727.58887,7516.22225
2023-04-13 21:00:00,7441.2222,7681.6065,7504.50886
2023-04-13 21:30:00,7373.6955,7560.91108,7485.09978
2023-04-13 22:00:00,7351.42435,7491.86513,7487.20499
2023-04-13 22:30:00,7363.42611,7426.1057,7150.90659
2023-04-13 23:00:00,7110.08707,7213.57182,7155.82979
2023-04-13 23:30:00,6934.26923,7044.16333,6793.2096
2023-04-14 00:00:00,6866.62174,6906.40209,6792.82267
2023-04-14 00:30:00,6767.10256,6721.10465,6474.02976
2023-04-14 01:00:00,6634.78338,6613.84653,6473.83396
2023-04-14 01:30:00,6516.77543,6524.36988,6288.59221
2023-04-14 02:00:00,6429.51171,6455.18882,6299.73596
2023-04-14 02:30:00,6337.37376,6393.36434,6184.60015
2023-04-14 03:00:00,6239.58118,6361.03457,6187.92152
2023-04-14 03:30:00,6263.21867,6292.22126,6153.87559
2023-04-14 04:00:00,6249.88588,6262.98264,6152.43153
2023-04-14 04:30:00,6260.80948,6292.59556,6199.77061
2023-04-14 05:00:00,6250.45981,6354.31003,6196.09858
2023-04-14 05:30:00,6341.28561,6458.60785,6391.51073
2023-04-14 06:00:00,6613.85135,6557.32702,6365.68114
2023-04-14 06:30:00,6599.35944,6626.9888,6606.20351
2023-04-14 07:00:00,6603.06544,6704.9827,6636.65275
2023-04-14 07:30:00,6828.7198,6808.2304,6864.60953
2023-04-14 08:00:00,6943.1139,6938.79061,6873.54558
2023-04-14 08:30:00,7204.21419,7187.56631,7279.03216
2023-04-14 09:00:00,7381.60712,7364.85866,7285.24504
2023-04-14 09:30:00,7527.25024,7510.40567,7548.63683
2023-04-14 10:00:00,7520.65799,7623.12981,7557.206
2023-04-14 10:30:00,7659.76441,7699.87093,7633.70754
2023-04-14 11:00:00,7677.5371,7759.66931,7595.52823
2023-04-14 11:30:00,7738.91206,7838.74559,7626.63441
2023-04-14 12:00:00,7689.48669,7845.93812,7627.45391
2023-04-14 12:30:00,7525.01678,7780.45503,7523.52682
2023-04-14 13:00:00,7399.1637,7701.6986,7499.22056
2023-04-14 13:30:00,7514.05243,7679.4559,7472.00866
2023-04-14 14:00:00,7518.21509,7716.62614,7475.0567
2023-04-14 14:30:00,7583.41695,7826.15392,7615.15652
2023-04-14 15:00:00,7566.50594,7892.18836,7638.58316
2023-04-14 15:30:00,7574.38741,7900.61721,7662.31264
2023-04-14 16:00:00,7545.36403,7895.09584,7698.20701
2023-04-14 16:30:00,7587.08962,7823.62118,7576.56159
2023-04-14 17:00:00,7327.31766,7618.88738,7573.53586
2023-04-14 17:30:00,7249.93238,7449.81461,7388.11249
2023-04-14 18:00:00,7156.65138,7378.17732,7390.51302
2023-04-14 18:30:00,7521.25296,7559.84976,7520.67172
2023-04-14 19:00:00,7492.30367,7655.35284,7517.9356
2023-04-14 19:30:00,7466.40708,7631.83744,7608.07061
2023-04-14 20:00:00,7458.40621,7617.41881,7608.27109
2023-04-14 20:30:00,7439.54037,7572.6838,7520.90467
2023-04-14 21:00:00,7405.42765,7539.96989,7521.52666
2023-04-14 21:30:00,7332.42814,7465.25609,7489.84707
2023-04-14 22:00:00,7272.04714,7382.12446,7490.5929
2023-04-14 22:30:00,7138.02656,7324.56026,7161.70493
2023-04-14 23:00:00,6922.9991,7139.78847,7161.32594
2023-04-14 23:30:00,6827.47526,6968.04728,6838.68275
2023-04-15 00:00:00,6609.9743,6849.63139,6839.26548
2023-04-15 00:30:00,6526.50719,6698.94286,6664.63485
2023-04-15 01:00:00,6387.91989,6597.86516,6662.05243
2023-04-15 01:30:00,6171.07622,6499.96682,6469.65638
2023-04-15 02:00:00,6215.55196,6397.33589,6473.28418
2023-04-15 02:30:00,6061.76761,6337.33816,6341.31016
2023-04-15 03:00:00,6096.47281,6319.59148,6347.5761
2023-04-15 03:30:00,6072.67569,6292.07265,6302.49846
2023-04-15 04:00:00,6027.51814,6271.91474,6305.88387
2023-04-15 04:30:00,5962.74037,6258.62097,6317.44488
2023-04-15 05:00:00,6050.62264,6324.51747,6325.65898
2023-04-15 05:30:00,6078.17172,6367.4402,6376.46214
2023-04-15 06:00:00,6033.72976,6365.65254,6392.74158
2023-04-15 06:30:00,6052.70522,6273.43496,6261.45197
2023-04-15 07:00:00,6076.98514,6344.107,6341.95384
2023-04-15 07:30:00,6445.02581,6478.98142,6557.27927
2023-04-15 08:00:00,6591.49634,6664.68412,6589.607
2023-04-15 08:30:00,6887.0593,6916.25065,6983.11211
2023-04-15 09:00:00,6932.76298,7083.75762,6997.98333
2023-04-15 09:30:00,7099.54613,7234.89205,7262.7145
2023-04-15 10:00:00,7161.24297,7290.64426,7271.8133
2023-04-15 10:30:00,7307.05533,7393.51542,7533.98791
2023-04-15 11:00:00,7224.15885,7470.89904,7543.56256
2023-04-15 11:30:00,7326.27064,7530.5268,7624.8283
2023-04-15 12:00:00,7266.72873,7553.47481,7631.10062
2023-04-15 12:30:00,7281.30381,7500.47479,7561.46565
2023-04-15 13:00:00,7206.76307,7439.03784,7583.35935
2023-04-15 13:30:00,7007.61886,7385.75388,7470.66026
2023-04-15 14:00:00,6993.30606,7358.85904,7470.86803
2023-04-15 14:30:00,7096.72863,7360.39465,7481.11651
2023-04-15 15:00:00,6994.83951,7354.22005,7474.5549
2023-04-15 15:30:00,6997.91445,7328.23553,7421.5931
2023-04-15 16:00:00,6935.5457,7291.82336,7354.23293
2023-04-15 16:30:00,6893.51098,7211.02082,7255.96192
2023-04-15 17:00:00,6832.28864,7091.91577,7208.37531
2023-04-15 17:30:00,6782.69116,7062.04113,7108.45744
2023-04-15 18:00:00,6984.12577,7156.11052,7103.5247
2023-04-15 18:30:00,7243.598,7224.38495,7318.97916
2023-04-15 19:00:00,7214.89879,7292.51484,7315.24468
2023-04-15 19:30:00,7201.33561,7317.89637,7424.2867
2023-04-15 20:00:00,7216.82292,7306.8781,7414.51182
2023-04-15 20:30:00,7178.14209,7303.88163,7379.39005
2023-04-15 21:00:00,7107.70609,7323.95674,7363.9598
2023-04-15 21:30:00,7229.2661,7312.13327,7378.4671
2023-04-15 22:00:00,7151.51093,7257.76431,7366.39506
2023-04-15 22:30:00,6933.71277,7159.23581,7051.1963
2023-04-15 23:00:00,6591.57902,7012.29685,7040.84042
2023-04-15 23:30:00,6687.50466,6879.75017,6760.63747
2023-04-16 00:00:00,6535.90242,6734.47212,6751.2211
2023-04-16 00:30:00,6514.328,6491.99231,6474.86514
2023-04-16 01:00:00,6349.374,6383.73745,6466.50212
2023-04-16 01:30:00,6282.018,6276.34878,6265.37356
2023-04-16 02:00:00,6125.932,6185.66448,6264.2415
2023-04-16 02:30:00,6192.144,6110.32915,6120.39879
2023-04-16 03:00:00,6191.053,6081.13774,6124.24809
2023-04-16 03:30:00,6051.707,6010.03222,6053.09034
2023-04-16 04:00:00,6021.416,5984.53628,6057.54395
2023-04-16 04:30:00,6099.277,5976.79696,6035.4732
2023-04-16 05:00:00,6041.728,5980.62721,6040.97988
2023-04-16 05:30:00,6050.252,5989.73931,6012.88287
2023-04-16 06:00:00,5958.169,5930.45398,6026.4374
2023-04-16 06:30:00,5769.908,5754.92436,5755.83674
2023-04-16 07:00:00,5675.868,5717.46958,5822.96373
2023-04-16 07:30:00,5853.915,5790.65746,5883.19292
2023-04-16 08:00:00,5826.607,5954.80532,5913.37581
2023-04-16 08:30:00,6132.184,6094.46526,6146.56093
2023-04-16 09:00:00,6272.587,6264.52691,6164.94699
2023-04-16 09:30:00,6338.574,6373.72384,6394.95622
2023-04-16 10:00:00,6399.169,6446.42556,6408.80347
2023-04-16 10:30:00,6493.218,6524.79362,6556.12656
2023-04-16 11:00:00,6654.168,6583.78791,6571.71734
2023-04-16 11:30:00,6536.75,6644.78399,6658.72512
2023-04-16 12:00:00,6602.561,6679.75887,6669.26787
2023-04-16 12:30:00,6708.729,6701.46066,6688.0607
2023-04-16 13:00:00,6675.057,6679.02426,6695.7637
2023-04-16 13:30:00,6507.035,6681.27936,6682.659
2023-04-16 14:00:00,6592.116,6695.32102,6678.76062
2023-04-16 14:30:00,6538.981,6653.22157,6640.52789
2023-04-16 15:00:00,6514.5,6653.37204,6629.29343
2023-04-16 15:30:00,6424.722,6668.64789,6644.50151
2023-04-16 16:00:00,6394.822,6642.37826,6580.55731
2023-04-16 16:30:00,6469.806,6607.01076,6587.03128
2023-04-16 17:00:00,6485.63,6583.45531,6548.18924
2023-04-16 17:30:00,6608.239,6637.49671,6623.26742
2023-04-16 18:00:00,6690.011,6735.8414,6617.78149
2023-04-16 18:30:00,7210.032,7047.93023,7220.31615
2023-04-16 19:00:00,7236.64,7327.99009,7212.89102
2023-04-16 19:30:00,7199.244,7389.26131,7422.93935
2023-04-16 20:00:00,7232.819,7410.72936,7417.6075
2023-04-16 20:30:00,7194.42,7386.02557,7389.82932
2023-04-16 21:00:00,7223.363,7343.41467,7384.4549
2023-04-16 21:30:00,7060.563,7279.02755,7253.05313
2023-04-16 22:00:00,6824.45,7157.40043,7248.01399
2023-04-16 22:30:00,6694.291,6967.53133,6755.31885
2023-04-16 23:00:00,6449.471,6795.28288,6748.38189
2023-04-16 23:30:00,6303.611,6518.42576,6401.35645
2023-04-17 00:00:00,6111.802,6335.79925,6394.73059
2023-04-17 00:30:00,6050.66685,6251.80022,6122.67336
2023-04-17 01:00:00,6006.5397,6160.90489,6117.10035
2023-04-17 01:30:00,5955.67728,6066.19398,5949.25637
2023-04-17 02:00:00,5889.67038,6021.06,5941.72093
2023-04-17 02:30:00,5806.51899,5969.92836,5855.43312
2023-04-17 03:00:00,5759.63,5938.13752,5845.90116
2023-04-17 03:30:00,5784.31,5935.04824,5821.72629
2023-04-17 04:00:00,5812.93041,5919.96563,5816.2935
2023-04-17 04:30:00,5772.78,5964.2324,5886.44105
2023-04-17 05:00:00,5900.85,6019.5186,5888.21978
2023-04-17 05:30:00,6041.56,6129.07525,6087.52608
2023-04-17 06:00:00,6072.51,6254.97852,6097.52296
2023-04-17 06:30:00,6323.24,6406.71868,6297.71086
2023-04-17 07:00:00,6443.13,6505.74071,6357.21232
2023-04-17 07:30:00,6527.0,6675.44009,6601.45759
2023-04-17 08:00:00,6613.09,6821.17604,6633.0728
2023-04-17 08:30:00,6775.09,7093.13263,6969.13016
2023-04-17 09:00:00,6960.73,7233.24583,6991.83709
2023-04-17 09:30:00,7202.39,7455.7896,7388.47938
2023-04-17 10:00:00,7320.29,7577.05946,7407.93438
2023-04-17 10:30:00,7411.81,7660.24952,7617.95032
2023-04-17 11:00:00,7543.61,7739.64977,7622.7751
2023-04-17 11:30:00,7600.48748,7817.65118,7744.86999
2023-04-17 12:00:00,7638.37041,7846.66336,7790.23599
2023-04-17 12:30:00,7512.46,7806.49671,7716.62123
2023-04-17 13:00:00,7454.62,7753.88212,7696.32223
2023-04-17 13:30:00,7474.33,7714.75702,7661.20688
2023-04-17 14:00:00,7404.5424,7754.22078,7668.85805
2023-04-17 14:30:00,7406.33,7824.55223,7769.17476
2023-04-17 15:00:00,7458.98137,7840.84927,7763.43891
2023-04-17 15:30:00,7532.90738,7866.18802,7782.64946
2023-04-17 16:00:00,7538.28005,7846.61743,7772.9328
2023-04-17 16:30:00,7385.47,7785.62868,7622.91058
2023-04-17 17:00:00,7231.145,7585.70934,7563.91641
2023-04-17 17:30:00,7174.45606,7438.71404,7308.27801
2023-04-17 18:00:00,7156.588,7366.13891,7306.58977
2023-04-17 18:30:00,7394.98313,7618.85482,7407.68593
2023-04-17 19:00:00,7367.164,7741.13409,7405.96888
2023-04-17 19:30:00,7406.632,7728.56113,7474.03748
2023-04-17 20:00:00,7340.033,7716.4647,7466.36022
2023-04-17 20:30:00,7366.424,7680.61079,7404.36116
2023-04-17 21:00:00,7291.521,7638.53673,7396.57499
2023-04-17 21:30:00,7208.151,7592.74247,7327.06586
2023-04-17 22:00:00,7163.747,7495.7126,7321.30171
2023-04-17 22:30:00,6949.423,7284.30791,7101.81415
2023-04-17 23:00:00,6758.541,7108.1829,7096.2661
2023-04-17 23:30:00,6649.12079,6919.74467,6708.20647
2023-04-18 00:00:00,6498.50093,6723.13358,6700.56667
2023-04-18 00:30:00,6483.273,6464.87619,6491.72887
2023-04-18 01:00:00,6403.013,6362.86716,6486.27672
2023-04-18 01:30:00,6230.803,6276.82489,6307.51772
2023-04-18 02:00:00,6202.893,6210.96198,6303.00564
2023-04-18 02:30:00,6161.499,6154.026,6190.50487
2023-04-18 03:00:00,6070.959,6128.14436,6187.32906
2023-04-18 03:30:00,6033.035,6114.39014,6153.00711
2023-04-18 04:00:00,6039.381,6108.34649,6149.57793
2023-04-18 04:30:00,6160.694,6137.37631,6200.0831
2023-04-18 05:00:00,6130.149,6196.21137,6166.70538
2023-04-18 05:30:00,6312.122,6315.97388,6333.44179
2023-04-18 06:00:00,6307.665,6416.90942,6339.63972
2023-04-18 06:30:00,6425.961,6520.02758,6448.85969
2023-04-18 07:00:00,6579.229,6601.11853,6522.53335
2023-04-18 07:30:00,6552.876,6747.53748,6689.08333
2023-04-18 08:00:00,6789.598,6872.98055,6719.94306
2023-04-18 08:30:00,7043.623,7165.88617,7141.55891
2023-04-18 09:00:00,7270.902,7333.3123,7149.20657
2023-04-18 09:30:00,7312.31,7426.05111,7430.44266
2023-04-18 10:00:00,7494.809,7519.73712,7479.83962
2023-04-18 10:30:00,7437.474,7573.77904,7644.83774
2023-04-18 11:00:00,7576.253,7629.98635,7677.06673
2023-04-18 11:30:00,7689.824,7673.528,7698.55241
2023-04-18 12:00:00,7516.351,7681.75071,7745.88424
2023-04-18 12:30:00,7486.973,7608.87524,7642.05755
2023-04-18 13:00:00,7384.117,7511.98907,7624.03723
2023-04-18 13:30:00,7342.745,7512.90883,7612.6332
2023-04-18 14:00:00,7516.105,7531.60887,7610.80864
2023-04-18 14:30:00,7668.144,7599.27379,7752.82652
2023-04-18 15:00:00,7583.33,7684.59966,7747.99771
2023-04-18 15:30:00,7590.789,7686.74073,7807.83862
2023-04-18 16:00:00,7643.277,7700.6073,7729.79927
2023-04-18 16:30:00,7493.907,7615.10816,7624.30114
2023-04-18 17:00:00,7318.131,7428.76154,7560.92774
2023-04-18 17:30:00,7212.698,7245.70702,7319.94581
2023-04-18 18:00:00,7180.806,7221.28343,7282.77722
2023-04-18 18:30:00,7455.443,7444.92938,7453.22099
2023-04-18 19:00:00,7435.1,7482.38311,7450.51003
2023-04-18 19:30:00,7432.996,7422.74597,7471.67653
2023-04-18 20:00:00,7398.068,7422.2936,7428.21086
2023-04-18 20:30:00,7351.285,7363.04126,7362.72335
2023-04-18 21:00:00,7292.852,7301.78138,7353.25521
2023-04-18 21:30:00,7198.261,7246.16846,7271.49646
2023-04-18 22:00:00,7131.662,7224.77167,7290.62533
2023-04-18 22:30:00,6897.203,7176.87041,7001.30927
2023-04-18 23:00:00,6628.05,6986.91615,7026.53835
2023-04-18 23:30:00,6404.388,6793.18613,6668.1741
2023-04-19 00:00:00,6276.602,6618.70138,6660.6655
2023-04-19 00:30:00,6370.0316,6354.55386,6384.20994
2023-04-19 01:00:00,6251.02269,6250.71683,6377.76812
2023-04-19 01:30:00,6175.50675,6172.87687,6211.69308
2023-04-19 02:00:00,6069.70565,6097.01842,6206.88166
2023-04-19 02:30:00,5934.13093,6029.86547,6093.40781
2023-04-19 03:00:00,6023.84443,6011.52727,6093.42975
2023-04-19 03:30:00,6026.19411,5998.36702,6065.97187
2023-04-19 04:00:00,6012.82414,5993.52039,6064.67732
2023-04-19 04:30:00,6011.06885,6004.34773,6102.76393
2023-04-19 05:00:00,6152.78126,6059.50334,6123.13265
2023-04-19 05:30:00,6180.96944,6193.79757,6282.98059
2023-04-19 06:00:00,6269.91186,6288.06815,6296.56585
2023-04-19 06:30:00,6398.29403,6393.85659,6452.92812
2023-04-19 07:00:00,6432.27023,6484.01341,6521.08398
2023-04-19 07:30:00,6549.23958,6628.28963,6719.59699
2023-04-19 08:00:00,6682.46722,6751.20637,6753.39346
2023-04-19 08:30:00,6902.32473,7051.19119,7167.33575
2023-04-19 09:00:00,7041.76196,7227.52339,7155.27087
2023-04-19 09:30:00,7226.49261,7322.3131,7474.9991
2023-04-19 10:00:00,7314.38748,7435.24088,7458.05629
2023-04-19 10:30:00,7302.51151,7502.84989,7620.25577
2023-04-19 11:00:00,7373.2764,7549.52984,7647.65582
2023-04-19 11:30:00,7438.89834,7594.27443,7721.40984
2023-04-19 12:00:00,7409.46606,7598.04334,7701.65932
2023-04-19 12:30:00,7213.94315,7541.86318,7636.26578
2023-04-19 13:00:00,7108.2818,7461.32105,7613.13518
2023-04-19 13:30:00,7036.09283,7428.16582,7583.49597
2023-04-19 14:00:00,7194.35728,7457.67499,7584.77777
2023-04-19 14:30:00,7291.91529,7561.80177,7748.65999
2023-04-19 15:00:00,7371.99081,7626.27474,7738.91946
2023-04-19 15:30:00,7381.79418,7609.90583,7782.81285
2023-04-19 16:00:00,7426.31968,7596.55979,7729.37158
2023-04-19 16:30:00,7369.62277,7530.82832,7650.02852
2023-04-19 17:00:00,7038.90228,7339.64928,7580.87251
2023-04-19 17:30:00,7003.92532,7206.81519,7325.54663
2023-04-19 18:00:00,7025.79626,7140.63214,7321.7889
2023-04-19 18:30:00,7386.58191,7365.22944,7516.08539
2023-04-19 19:00:00,7319.31528,7398.72159,7509.66489
2023-04-19 19:30:00,7373.61964,7356.08283,7521.87129
2023-04-19 20:00:00,7349.94867,7348.33646,7524.68045
2023-04-19 20:30:00,7277.90038,7307.92543,7453.70354
2023-04-19 21:00:00,7202.27177,7275.50729,7446.56366
2023-04-19 21:30:00,7174.48765,7235.81454,7379.1688
2023-04-19 22:00:00,6936.13245,7191.76982,7374.06208
2023-04-19 22:30:00,6843.432,7143.76631,7112.81024
2023-04-19 23:00:00,6531.743,6955.79095,7104.90402
2023-04-19 23:30:00,6534.875,6743.42027,6744.13948
2023-04-20 00:00:00,6362.047,6567.4138,6733.73323
2023-04-20 00:30:00,6328.54907,6447.94229,6460.13751
2023-04-20 01:00:00,6185.54865,6354.65215,6454.2483
2023-04-20 01:30:00,6190.29263,6287.82996,6280.36696
2023-04-20 02:00:00,6033.05513,6196.37508,6277.31283
2023-04-20 02:30:00,6024.82375,6161.69053,6170.22648
2023-04-20 03:00:00,5935.60717,6134.56359,6167.26751
2023-04-20 03:30:00,5989.51135,6123.9474,6141.99128
2023-04-20 04:00:00,5985.62631,6108.43463,6139.77363
2023-04-20 04:30:00,6035.87518,6133.79585,6193.82305
2023-04-20 05:00:00,5992.88134,6176.2919,6193.51124
2023-04-20 05:30:00,6271.44455,6321.09522,6355.74651
2023-04-20 06:00:00,6308.51249,6427.9222,6362.09294
2023-04-20 06:30:00,6383.6592,6516.86944,6554.84112
2023-04-20 07:00:00,6446.39724,6615.03235,6607.90135
2023-04-20 07:30:00,6602.94887,6749.92304,6802.60141
2023-04-20 08:00:00,6642.57209,6874.67584,6836.13285
2023-04-20 08:30:00,6953.0845,7141.24405,7276.19938
2023-04-20 09:00:00,7185.92362,7318.00244,7264.01023
2023-04-20 09:30:00,7264.84348,7465.17177,7539.87679
2023-04-20 10:00:00,7355.65147,7556.84912,7592.75753
2023-04-20 10:30:00,7414.27906,7624.28639,7749.02
2023-04-20 11:00:00,7471.42004,7686.62291,7720.19614
2023-04-20 11:30:00,7576.91126,7706.38313,7788.40723
2023-04-20 12:00:00,7446.31706,7714.36514,7808.49471
2023-04-20 12:30:00,7399.86679,7644.23697,7708.82653
2023-04-20 13:00:00,7348.18825,7578.06147,7713.39694
2023-04-20 13:30:00,7280.69548,7545.57143,7707.71815
2023-04-20 14:00:00,7358.18159,7564.79295,7722.11433
2023-04-20 14:30:00,7423.16074,7664.93872,7847.27095
2023-04-20 15:00:00,7478.61814,7758.45511,7840.90724
2023-04-20 15:30:00,7586.90073,7749.50155,7883.06501
2023-04-20 16:00:00,7568.09533,7734.85479,7830.64032
2023-04-20 16:30:00,7471.98699,7652.83359,7734.0346
2023-04-20 17:00:00,7360.11529,7467.15128,7678.12022
2023-04-20 17:30:00,7148.85179,7354.31616,7422.53412
2023-04-20 18:00:00,7221.77724,7252.88593,7419.43542
2023-04-20 18:30:00,7484.19025,7493.11518,7580.80117
2023-04-20 19:00:00,7424.81429,7530.45639,7574.59813
2023-04-20 19:30:00,7350.4501,7502.49459,7561.26143
2023-04-20 20:00:00,7250.95894,7475.14683,7554.5673
2023-04-20 20:30:00,7376.19709,7432.84289,7484.62692
2023-04-20 21:00:00,7314.38926,7415.65655,7478.81399
2023-04-20 21:30:00,7183.92554,7281.77218,7400.75548
2023-04-20 22:00:00,7143.33212,7265.68062,7395.99616
2023-04-20 22:30:00,6932.21679,7114.33047,7132.26406
2023-04-20 23:00:00,6719.66411,6947.40347,7125.2709
2023-04-20 23:30:00,6492.30521,6729.14565,6779.38592
2023-04-21 00:00:00,6412.25833,6551.14269,6766.58477
2023-04-21 00:30:00,6333.42701,6419.68604,6489.91746
2023-04-21 01:00:00,6186.98293,6314.67762,6477.94374
2023-04-21 01:30:00,6015.99424,6247.23901,6303.62815
2023-04-21 02:00:00,5960.54036,6159.61219,6309.37283
2023-04-21 02:30:00,6049.33972,6097.99322,6202.79734
2023-04-21 03:00:00,6059.44028,6073.41064,6200.99442
2023-04-21 03:30:00,5963.08803,6052.82718,6181.40707
2023-04-21 04:00:00,6066.88625,6050.99458,6167.15302
2023-04-21 04:30:00,6085.30704,6082.25494,6221.10936
2023-04-21 05:00:00,6038.82752,6119.95882,6215.34303
2023-04-21 05:30:00,6143.08556,6252.54623,6403.18424
2023-04-21 06:00:00,6382.40554,6356.13442,6393.94867
2023-04-21 06:30:00,6390.66583,6460.29843,6594.74802
2023-04-21 07:00:00,6557.18559,6555.90891,6617.72028
2023-04-21 07:30:00,6598.6587,6681.65241,6820.72262
2023-04-21 08:00:00,6610.16895,6829.72112,6864.39236
2023-04-21 08:30:00,6982.09641,7065.26698,7251.96503
