timestamp,A,B,C,D,E,F,G
2023-01-02 20:00:00,7309.108560000001,7260.336469999999,7158.6840999999995,,,,
2023-01-02 20:30:00,7275.323,7227.096660000002,7125.091140000001,6948.349209999999,,,
2023-01-02 21:00:00,7217.677209999998,7167.65794,7064.277949999999,6899.500139999998,,,
2023-01-02 21:30:00,7201.550789999999,7143.193609999999,7042.037279999998,6886.072759999998,,,
2023-01-02 22:00:00,7172.02605,7116.11454,7015.225299999999,6850.209889999999,,,
2023-01-02 22:30:00,7035.342850000001,6972.37007,6871.757109999998,6706.504260000001,,,
2023-01-02 23:00:00,6830.090759999997,6766.247270000001,6694.841689999998,6532.7278,,,
2023-01-02 23:30:00,6618.29125,6552.624359999999,6527.076409999999,6418.390060000001,,,
2023-01-03 00:00:00,6429.466199999999,6373.7447999999995,6371.32037,6274.855860000001,,,
2023-01-03 00:30:00,6358.8400500000025,,,,,,
2023-01-03 01:00:00,6258.280130000001,,,,,,
2023-01-03 01:30:00,6170.746290000003,,,,,,
2023-01-03 02:00:00,6097.587210000003,,,,,,
2023-01-03 02:30:00,6040.676030000004,,,,,,
2023-01-03 03:00:00,6011.884630000002,,,,,,
2023-01-03 03:30:00,5996.550540000002,5983.628020000003,,,,,
2023-01-03 04:00:00,5980.060100000002,5968.487720000004,,,,,
2023-01-03 04:30:00,6031.521340000003,6026.381940000003,,,,,
2023-01-03 05:00:00,6050.726710000003,6048.6500300000025,,,,,
2023-01-03 05:30:00,6061.666450000004,6058.254010000001,,,,,
2023-01-03 06:00:00,6090.469590000002,6089.741930000003,,,,,
2023-01-03 06:30:00,6182.180960000002,6177.067730000002,,,,,
2023-01-03 07:00:00,6277.165380000003,6280.9714200000035,,,,,
2023-01-03 07:30:00,6456.349300000003,6458.360380000002,,,,,
2023-01-03 08:00:00,6637.520860000002,6635.968270000004,,,,,
2023-01-03 08:30:00,6875.269620000002,6879.261850000002,,,,,
2023-01-03 09:00:00,7048.212690000001,7048.112430000003,,,,,
2023-01-03 09:30:00,7159.269040000002,7150.885270000002,,,,,
2023-01-03 10:00:00,7249.928220000004,7248.327900000004,,,,,
2023-01-03 10:30:00,7301.297730000003,7302.735500000003,,,,,
2023-01-03 11:00:00,7336.921920000003,7332.53753,,,,,
2023-01-03 11:30:00,7350.604010000002,7352.0699600000025,,,,,
2023-01-03 12:00:00,7344.565670000001,7345.85082,,,,,
2023-01-03 12:30:00,7293.980880000004,7289.235250000003,7076.879020000003,,,,
2023-01-03 13:00:00,7260.572140000004,7248.311980000004,7027.241240000004,,,,
2023-01-03 13:30:00,7237.372250000004,7224.651110000002,7013.389330000001,,,,
2023-01-03 14:00:00,7293.597470000003,7292.921660000003,7066.955510000002,,,,
2023-01-03 14:30:00,7368.855260000003,7376.082760000003,7160.543270000003,,,,
2023-01-03 15:00:00,7381.359910000003,7382.849470000002,7158.443790000003,,,,
2023-01-03 15:30:00,7367.361130000003,7360.653070000005,7148.785850000004,,,,
2023-01-03 16:00:00,7366.157780000004,7358.173840000002,7139.596330000001,,,,
2023-01-03 16:30:00,7310.875500000003,7303.972880000002,7084.50418,,,,
2023-01-03 17:00:00,7195.468720000005,7187.752540000004,6964.374260000002,,,,
2023-01-03 17:30:00,7083.437610000002,7090.128890000003,6855.767360000002,,,,
2023-01-03 18:00:00,7003.766270000002,7007.663610000001,6759.630520000001,,,,
2023-01-03 18:30:00,6959.38666,6964.185840000002,6867.82102,,,,
2023-01-03 19:00:00,7134.062890000003,7125.847820000001,7037.638919999999,,,,
2023-01-03 19:30:00,7233.974880000002,7225.144830000003,7140.906830000001,,,,
2023-01-03 20:00:00,7255.072270000003,7251.597600000001,7167.328490000002,,,,
2023-01-03 20:30:00,7275.876200000002,7270.689560000002,7187.53203,,,,
2023-01-03 21:00:00,7273.795210000005,7268.741150000003,7186.45764,,,,
2023-01-03 21:30:00,7257.731690000004,7248.260090000002,7163.643980000001,,,,
2023-01-03 22:00:00,7164.8223100000005,7163.565780000003,7078.05451,,,,
2023-01-03 22:30:00,7074.996010000003,7075.842590000004,6979.43743,,,,
2023-01-03 23:00:00,6916.809500000002,6930.083890000002,6866.827560000001,,,,
2023-01-03 23:30:00,6758.571280000002,6763.693120000003,6707.076640000001,,,,
2023-01-04 00:00:00,6518.262270000001,6522.307090000002,6463.239380000003,,,,
2023-01-04 00:30:00,6448.8632400000015,,,,,,
2023-01-04 01:00:00,6310.324230000004,,,,,,
2023-01-04 01:30:00,6201.578210000002,,,,,,
2023-01-04 02:00:00,6130.470880000003,,,,,,
2023-01-04 02:30:00,6086.764670000001,,,,,,
2023-01-04 03:00:00,6050.479890000003,,,,,,
2023-01-04 03:30:00,6043.051170000003,,,,,,
2023-01-04 04:00:00,6038.497950000002,,,,,,
2023-01-04 04:30:00,6069.632280000001,,,,,,
2023-01-04 05:00:00,6079.047300000004,,,,,,
2023-01-04 05:30:00,6097.695520000003,,,,,,
2023-01-04 06:00:00,6112.075030000003,,,,,,
2023-01-04 06:30:00,6131.2607400000015,,,,,,
2023-01-04 07:00:00,6219.410950000002,,,,,,
2023-01-04 07:30:00,6405.161830000002,,,,,,
2023-01-04 08:00:00,6531.774860000001,,,,,,
2023-01-04 08:30:00,6784.093100000001,,,,,,
2023-01-04 09:00:00,6972.2029600000005,,,,,,
2023-01-04 09:30:00,7112.399459999997,,,,,,
2023-01-04 10:00:00,7265.93463,,,,,,
2023-01-04 10:30:00,7289.7099800000005,,,,,,
2023-01-04 11:00:00,7379.208079999999,,,,,,
2023-01-04 11:30:00,7391.770890000002,,,,,,
2023-01-04 12:00:00,7371.65988,,,,,,
2023-01-04 12:30:00,7306.304139999999,,,,,,
2023-01-04 13:00:00,7253.853990000001,,,,,,
2023-01-04 13:30:00,7211.191529999999,,,,,,
2023-01-04 14:00:00,7297.2566799999995,,,,,,
2023-01-04 14:30:00,7359.9589799999985,7501.002049999999,,,,,
2023-01-04 15:00:00,7356.982510000002,7498.76429,,,,,
2023-01-04 15:30:00,7349.881150000003,7492.945750000002,,,,,
2023-01-04 16:00:00,7338.711519999999,7477.93845,,,,,
2023-01-04 16:30:00,7287.5122200000005,7429.218389999999,,,,,
2023-01-04 17:00:00,7177.84294,7319.79711,,,,,
2023-01-04 17:30:00,7061.565400000001,7199.144810000001,,,,,
2023-01-04 18:00:00,6975.116980000001,7096.888199999999,,,,,
2023-01-04 18:30:00,6906.4761499999995,7020.327710000001,,,,,
2023-01-04 19:00:00,7216.286039999999,7331.768789999999,,,,,
2023-01-04 19:30:00,7258.252760000001,7379.801380000001,,,,,
2023-01-04 20:00:00,7296.02126,7407.423270000001,,,,,
2023-01-04 20:30:00,7286.78738,7398.625450000001,,,,,
2023-01-04 21:00:00,7257.91534,7370.416219999999,,,,,
2023-01-04 21:30:00,7253.317069999999,7363.300690000001,,,,,
2023-01-04 22:00:00,7197.836570000001,7307.604509999999,,,,,
2023-01-04 22:30:00,7091.0881899999995,7220.874569999999,,,,,
2023-01-04 23:00:00,6943.65085,7037.274740000001,,,,,
2023-01-04 23:30:00,6715.96421,6720.20894,,,,,
2023-01-05 00:00:00,6544.1620600000015,6541.82142,,,,,
2023-01-05 00:30:00,6340.21561,,,,,,
2023-01-05 01:00:00,6238.491010000002,,,,,,
2023-01-05 01:30:00,6149.4055700000035,,,,,,
2023-01-05 02:00:00,6085.705370000003,,,,,,
2023-01-05 02:30:00,6035.888340000002,,,,,,
2023-01-05 03:00:00,5991.44001,,,,,,
2023-01-05 03:30:00,5975.2224000000015,5982.757370000001,,,,,
2023-01-05 04:00:00,5977.850159999999,5984.572310000001,,,,,
2023-01-05 04:30:00,5984.759750000002,5990.986060000002,,,,,
2023-01-05 05:00:00,5990.613220000002,5996.810270000002,,,,,
2023-01-05 05:30:00,6013.579610000001,6018.866610000003,,,,,
2023-01-05 06:00:00,6033.2190900000005,6040.010150000003,,,,,
2023-01-05 06:30:00,6088.222450000001,6098.117880000003,,,,,
2023-01-05 07:00:00,6159.616750000001,6167.035150000002,,,,,
2023-01-05 07:30:00,6332.29693,6340.053820000001,,,,,
2023-01-05 08:00:00,6472.694430000003,6479.135580000004,,,,,
2023-01-05 08:30:00,6677.10333,6676.753159999999,,,,,
2023-01-05 09:00:00,6859.68043,6854.124540000001,,,,,
2023-01-05 09:30:00,7003.206159999999,6997.403130000001,,,,,
2023-01-05 10:00:00,7116.301450000001,7110.669319999999,,,,,
2023-01-05 10:30:00,7199.78399,7190.75153,,,,,
2023-01-05 11:00:00,7277.56176,7265.757369999999,,,,,
2023-01-05 11:30:00,7278.733760000001,7270.4016900000015,,,,,
2023-01-05 12:00:00,7280.189929999999,7272.8123000000005,,,,,
2023-01-05 12:30:00,7238.948090000001,7234.53377,,,,,
2023-01-05 13:00:00,7203.560730000001,7202.959000000001,,,,,
2023-01-05 13:30:00,7160.476800000002,7161.369620000001,,,,,
2023-01-05 14:00:00,7145.125020000002,7144.646529999999,7273.437050000001,,,,
2023-01-05 14:30:00,7230.73047,7228.6702700000005,7358.318160000002,,,,
2023-01-05 15:00:00,7222.768630000002,7218.921190000001,7345.191910000001,,,,
2023-01-05 15:30:00,7217.465360000001,7217.6682900000005,7339.417370000002,,,,
2023-01-05 16:00:00,7205.120210000001,7203.623740000001,7325.5026800000005,,,,
2023-01-05 16:30:00,7151.127589999999,7149.310329999998,7274.01875,,,,
2023-01-05 17:00:00,7102.1133299999965,7099.101189999998,7221.72844,,,,
2023-01-05 17:30:00,7004.43479,7004.377530000002,7123.88249,,,,
2023-01-05 18:00:00,6893.601449999998,6899.203940000001,7000.790560000001,,,,
2023-01-05 18:30:00,6832.29395,6836.627370000001,6938.7502300000015,,,,
2023-01-05 19:00:00,7089.6684,7088.121750000001,7192.1911,,,,
2023-01-05 19:30:00,7129.4685500000005,7134.251389999999,7218.704100000001,,,,
2023-01-05 20:00:00,7133.411589999999,7131.379400000001,7220.59294,,,,
2023-01-05 20:30:00,7126.141669999998,7116.79692,7207.844660000001,,,,
2023-01-05 21:00:00,7112.56625,7108.603299999999,7197.960450000001,,,,
2023-01-05 21:30:00,7085.615489999999,7082.989599999999,7149.98271,,,,
2023-01-05 22:00:00,6985.353479999999,6983.88815,7052.490980000001,,,,
2023-01-05 22:30:00,6888.963749999998,6890.892659999997,6936.60472,,,,
2023-01-05 23:00:00,6757.364729999999,6765.339519999999,6800.5565000000015,,,,
2023-01-05 23:30:00,6610.51159,6621.843850000002,6654.846290000001,,,,
2023-01-06 00:00:00,6433.95718,6442.335730000001,6478.82516,,,,
2023-01-06 00:30:00,6314.008680000002,,,,,,
2023-01-06 01:00:00,6192.76714,,,,,,
2023-01-06 01:30:00,6110.447429999999,,,,,,
2023-01-06 02:00:00,6031.197949999998,,,,,,
2023-01-06 02:30:00,5988.22658,,,,,,
2023-01-06 03:00:00,5966.18272,5966.49443,,,,,
2023-01-06 03:30:00,5964.252,5967.24208,,,,,
2023-01-06 04:00:00,5967.65873,5970.05129,,,,,
2023-01-06 04:30:00,5979.494089999999,5981.99563,,,,,
2023-01-06 05:00:00,5980.709419999998,5983.4817,,,,,
2023-01-06 05:30:00,5976.549829999998,5976.289939999999,,,,,
2023-01-06 06:00:00,5987.52603,5986.16596,,,,,
2023-01-06 06:30:00,6035.0207199999995,6041.505060000001,,,,,
2023-01-06 07:00:00,6129.567200000001,6134.374430000002,,,,,
2023-01-06 07:30:00,6329.4658100000015,6323.598049999999,,,,,
2023-01-06 08:00:00,6513.1044999999995,6502.763099999998,,,,,
2023-01-06 08:30:00,6754.922660000001,6740.515030000001,,,,,
2023-01-06 09:00:00,6916.1619,6912.78345,,,,,
2023-01-06 09:30:00,7026.18733,7024.99443,,,,,
2023-01-06 10:00:00,7126.26059,7125.11222,,,,,
2023-01-06 10:30:00,7201.341889999999,7200.083869999999,,,,,
2023-01-06 11:00:00,7280.244789999998,7280.508319999998,,,,,
2023-01-06 11:30:00,7325.616899999997,7325.660369999999,,,,,
2023-01-06 12:00:00,7337.824139999999,7339.287919999999,,,,,
2023-01-06 12:30:00,7306.10527,7307.9679,,,,,
2023-01-06 13:00:00,7268.111629999999,7269.471289999999,,,,,
2023-01-06 13:30:00,7228.591129999998,7228.137069999999,,,,,
2023-01-06 14:00:00,7254.322479999999,7256.030669999997,,,,,
2023-01-06 14:30:00,7321.801099999998,7323.156229999997,7429.098519999999,,,,
2023-01-06 15:00:00,7320.2854499999985,7321.257159999998,7427.029659999998,,,,
2023-01-06 15:30:00,7312.098589999998,7312.247659999999,7418.190019999998,,,,
2023-01-06 16:00:00,7289.564389999998,7286.499769999999,7396.3767499999985,,,,
2023-01-06 16:30:00,7238.797609999999,7235.0169399999995,7342.813319999998,,,,
2023-01-06 17:00:00,7108.51185,7103.5182,7212.274710000001,,,,
2023-01-06 17:30:00,6992.647350000001,6989.901239999999,7033.688079999999,,,,
2023-01-06 18:00:00,6889.257119999998,6885.899699999999,6929.745129999999,,,,
2023-01-06 18:30:00,6842.525559999998,6841.5776399999995,6905.101179999998,,,,
2023-01-06 19:00:00,7155.532249999998,7154.941720000001,7220.544949999998,,,,
2023-01-06 19:30:00,7195.036499999998,7194.107999999997,7257.063359999998,,,,
2023-01-06 20:00:00,7209.120419999999,7207.26862,7270.123189999998,,,,
2023-01-06 20:30:00,7182.72664,7172.529200000001,7243.65502,,,,
2023-01-06 21:00:00,7148.6181,7147.680129999998,7210.284159999999,,,,
2023-01-06 21:30:00,7086.20986,7086.869319999999,7147.38789,,,,
2023-01-06 22:00:00,7017.1620699999985,7017.564689999999,7078.419209999998,,,,
2023-01-06 22:30:00,6926.4136100000005,6923.830289999999,6987.261999999999,,,,
2023-01-06 23:00:00,6769.940329999999,6767.0058500000005,6809.706399999999,,,,
2023-01-06 23:30:00,6596.58938,6594.56293,6595.37032,,,,
2023-01-07 00:00:00,6439.066499999999,6435.7265800000005,6437.73892,,,,
2023-01-07 00:30:00,6479.8804,,,,,,
2023-01-07 01:00:00,6359.194820000001,,,,,,
2023-01-07 01:30:00,6282.847919999999,,,,,,
2023-01-07 02:00:00,6231.77549,,,,,,
2023-01-07 02:30:00,6188.22006,,,,,,
2023-01-07 03:00:00,6167.725589999999,,,,,,
2023-01-07 03:30:00,6145.734240000001,,,,,,
2023-01-07 04:00:00,6134.140860000001,,,,,,
2023-01-07 04:30:00,6129.61174,,,,,,
2023-01-07 05:00:00,6135.626390000001,,,,,,
2023-01-07 05:30:00,6148.52592,,,,,,
2023-01-07 06:00:00,6153.16999,,,,,,
2023-01-07 06:30:00,6177.308999999998,,,,,,
2023-01-07 07:00:00,6249.665220000002,,,,,,
2023-01-07 07:30:00,6368.965709999998,,,,,,
2023-01-07 08:00:00,6585.714109999999,,,,,,
2023-01-07 08:30:00,6823.1331199999995,,,,,,
2023-01-07 09:00:00,6960.417629999999,,,,,,
2023-01-07 09:30:00,7079.53539,,,,,,
2023-01-07 10:00:00,7180.435340000002,,,,,,
2023-01-07 10:30:00,7254.29907,,,,,,
2023-01-07 11:00:00,7285.623099999998,,,,,,
2023-01-07 11:30:00,7296.029159999999,,,,,,
2023-01-07 12:00:00,7293.032160000001,,,,,,
2023-01-07 12:30:00,7270.713209999999,,,,,,
2023-01-07 13:00:00,7228.858509999998,7125.398290000003,,,,,
2023-01-07 13:30:00,7181.293439999998,7077.973610000001,,,,,
2023-01-07 14:00:00,7132.315089999997,7030.18366,,,,,
2023-01-07 14:30:00,7094.76459,6990.202150000002,,,,,
2023-01-07 15:00:00,7056.239379999997,6954.844740000002,,,,,
2023-01-07 15:30:00,7013.20097,6912.002110000001,,,,,
2023-01-07 16:00:00,6975.935479999999,6874.071900000002,,,,,
2023-01-07 16:30:00,6942.687629999998,6841.471920000001,,,,,
2023-01-07 17:00:00,6883.5657,6779.91903,,,,,
2023-01-07 17:30:00,6852.387690000002,6798.637200000002,,,,,
2023-01-07 18:00:00,6780.931959999998,6726.938039999999,,,,,
2023-01-07 18:30:00,6982.991110000001,6981.464339999999,,,,,
2023-01-07 19:00:00,7107.0478,7105.675780000001,,,,,
2023-01-07 19:30:00,7153.986349999999,7154.006890000002,,,,,
2023-01-07 20:00:00,7175.73652,7175.169140000002,,,,,
2023-01-07 20:30:00,7162.543409999998,7164.41375,,,,,
2023-01-07 21:00:00,7141.212679999999,7142.83541,,,,,
2023-01-07 21:30:00,7097.927539999999,7097.668239999999,,,,,
2023-01-07 22:00:00,7034.86702,7033.203510000001,,,,,
2023-01-07 22:30:00,6960.475739999998,6958.105600000001,,,,,
2023-01-07 23:00:00,6836.232620000001,6836.197230000002,,,,,
2023-01-07 23:30:00,6709.837230000001,6710.81653,,,,,
2023-01-08 00:00:00,6557.882300000001,6560.607610000001,,,,,
2023-01-08 00:30:00,6566.707949999996,,,,,,
2023-01-08 01:00:00,6414.046849999997,,,,,,
2023-01-08 01:30:00,6306.510819999998,,,,,,
2023-01-08 02:00:00,6240.710759999999,,,,,,
2023-01-08 02:30:00,6119.78634,,,,,,
2023-01-08 03:00:00,6073.71721,,,,,,
2023-01-08 03:30:00,6011.378669999998,,,,,,
2023-01-08 04:00:00,5941.534539999998,,,,,,
2023-01-08 04:30:00,5894.955060000001,,,,,,
2023-01-08 05:00:00,5870.331180000001,,,,,,
2023-01-08 05:30:00,5801.537420000001,,,,,,
2023-01-08 06:00:00,5711.5745000000015,,,,,,
2023-01-08 06:30:00,5660.752089999995,,,,,,
2023-01-08 07:00:00,5697.294440000001,,,,,,
2023-01-08 07:30:00,5786.089859999998,,,,,,
2023-01-08 08:00:00,5925.49749,,,,,,
2023-01-08 08:30:00,6141.758499999999,,,,,,
2023-01-08 09:00:00,6295.128669999999,,,,,,
2023-01-08 09:30:00,6392.62133,,,,,,
2023-01-08 10:00:00,6491.89293,,,,,,
2023-01-08 10:30:00,6542.546629999999,6359.0109699999975,,,,,
2023-01-08 11:00:00,6628.597619999998,6447.383259999996,,,,,
2023-01-08 11:30:00,6677.108659999997,6491.726249999997,,,,,
2023-01-08 12:00:00,6690.051749999997,6505.173149999998,,,,,
2023-01-08 12:30:00,6659.521389999997,6474.601239999998,,,,,
2023-01-08 13:00:00,6681.951159999998,6497.508229999996,,,,,
2023-01-08 13:30:00,6643.172419999997,6479.095819999998,,,,,
2023-01-08 14:00:00,6658.802529999997,6494.339909999997,,,,,
2023-01-08 14:30:00,6654.717779999999,6479.733129999997,,,,,
2023-01-08 15:00:00,6609.064979999997,6446.600749999996,,,,,
2023-01-08 15:30:00,6587.43722,6422.069539999998,,,,,
2023-01-08 16:00:00,6529.037869999999,6389.261809999996,6256.499399999998,,,,
2023-01-08 16:30:00,6415.958219999997,6282.317139999997,6147.001199999998,,,,
2023-01-08 17:00:00,6321.000949999996,6191.265009999997,6164.848359999997,,,,
2023-01-08 17:30:00,6355.787969999999,6317.81745,6245.18176,,,,
2023-01-08 18:00:00,6519.870799999999,6509.04098,6374.94227,,,,
2023-01-08 18:30:00,6828.033139999999,6821.894269999998,6681.275919999998,,,,
2023-01-08 19:00:00,7147.000019999999,7141.0851699999985,7001.646479999999,,,,
2023-01-08 19:30:00,7254.939369999997,7255.817179999997,7115.693409999998,,,,
2023-01-08 20:00:00,7281.631519999997,7280.649589999997,7139.805149999998,,,,
2023-01-08 20:30:00,7301.908239999998,7303.046709999998,7160.768309999998,,,,
2023-01-08 21:00:00,7259.894919999997,7259.878479999998,7117.989859999999,,,,
2023-01-08 21:30:00,7180.209679999997,7178.425429999997,7034.705579999999,,,,
2023-01-08 22:00:00,7021.129419999997,7006.052449999997,6861.822079999998,,,,
2023-01-08 22:30:00,6910.901249999997,6896.463969999998,6752.263679999999,,,,
2023-01-08 23:00:00,6762.577999999998,6747.0971599999975,6644.149379999999,,,,
2023-01-08 23:30:00,6548.774829999998,6537.504369999998,6473.577469999999,,,,
2023-01-09 00:00:00,6252.645839999998,6241.583989999998,6198.49738,,,,
2023-01-09 00:30:00,6067.827970000001,,,,,,
2023-01-09 01:00:00,5977.352570000003,,,,,,
2023-01-09 01:30:00,5885.2792100000015,,,,,,
2023-01-09 02:00:00,5825.66257,,,,,,
2023-01-09 02:30:00,5781.577780000001,,,,,,
2023-01-09 03:00:00,5762.793480000002,,,,,,
2023-01-09 03:30:00,5758.177890000002,,,,,,
2023-01-09 04:00:00,5745.3435500000005,,,,,,
2023-01-09 04:30:00,5758.6085299999995,,,,,,
2023-01-09 05:00:00,5807.488820000001,,,,,,
2023-01-09 05:30:00,5837.274610000002,,,,,,
2023-01-09 06:00:00,5902.08331,,,,,,
2023-01-09 06:30:00,6030.78269,,,,,,
2023-01-09 07:00:00,6161.372440000001,,,,,,
2023-01-09 07:30:00,6327.192380000001,6259.816929999998,,,,,
2023-01-09 08:00:00,6462.181050000004,6394.52145,,,,,
2023-01-09 08:30:00,6650.777010000002,6603.341529999997,,,,,
2023-01-09 09:00:00,6825.687000000001,6765.06871,,,,,
2023-01-09 09:30:00,6949.25512,6938.678810000001,,,,,
2023-01-09 10:00:00,7051.7487999999985,7051.12726,,,,,
2023-01-09 10:30:00,7161.316509999998,7155.50131,,,,,
2023-01-09 11:00:00,7237.07325,7232.938179999998,,,,,
2023-01-09 11:30:00,7305.381350000001,7298.376510000001,,,,,
2023-01-09 12:00:00,7312.68262,7305.828010000001,,,,,
2023-01-09 12:30:00,7303.03501,7299.40722,,,,,
2023-01-09 13:00:00,7250.24174,7247.318219999999,,,,,
2023-01-09 13:30:00,7241.47736,7237.54138,,,,,
